Erreur	Correction	Fréquence	
ieshommesfages	ieshommesfages	 
infensés	insensés	 
méchants,	méchants	 
infensés	insensés	 
dignités	dignité	 
hii	ii	 
juftice	justice	 
fcntiments	sentiments	 
raifon	raison	 
jeur	leur	 
defire	desire	 
exifte	existe	 
heureux.	heureux	 
lorfque	lorsque	 
art,	art	 
fuivre	suivre	 
fîncèrement	sincèrement	 
mefurer	mesurer	 
effi	effy	 
ce"grand	ce"grand	 
jufqu’ici	jufqu’ici	 
dicte,	dicte	 
gouverner,	gouverner	 
peuples,	peuples	 
amour,	amour	 
ï.a	la	 
science.	science	 
8?	de	 
diffipation	diffamation	 
méprifcr	mépriser	 
auflîtôt	auflîtôt	 
principes.	principes	 
fès	dès	 
aufli	aussi	 
befoin	besoin	 
fimple,	simple	 
fouverain:	souverain	 
fuivantes.	suivantes	 
foutenir	soutenir	 
l’état.	l’état	 
dépenfes	dépenses	 
richefses	richesses	 
principes,	principes	 
maifon,	maison	 
fouverain	souverain	 
produifent	produisent	 
petit;	petit	 
lesh	les	 
iij	ii	 
richefses	richesses	 
riche,	riche	 
grand,	grand	 
»	a	 
j.o	jo	 
finances,	finances	 
difpenfent	dispensent	 
fecours	secours	 
économes;	économes	 
fouverain,	souverain	 
des-	des	 
tréfors	trésors	 
propofe	propose	 
impôts,	impôts	 
calamités.	calamités	 
vigilants,	vigilants	 
fes	les	 
cet.	cet	 
le’mépris	le’mépris	 
ricbefses:	ricbefses:	 
l’appauvrit.	l’appauvrit	 
méprife	méprise	 
tréfors,.	tréfors,.	 
richefses	richesses	 
fes	les	 
bonté.	bonté	 
j)	je	 
science.	science	 
l’équité,	l’équité	 
tréfor	trésor	 
confervation	conservation	 
fortune.	fortune	 
prince,	prince	 
foit	fait	 
tréfor	trésor	 
confcience	conscience	 
foit	fait	 
lui.	lui	 
i-lient	client	 
hien-	hien	 
nécefsaire	nécessaire	 
engraifser	engraisser	 
miniftre	ministre	 
fouverain	souverain	 
cno	con	 
lu,	lui	 
traî«	traîi	 
mon,	mon	 
s’appliquer	appliquer	 
mier	hier	 
char,	char	 
difoit:	difoit:	 
«	a	 
precc	prend	 
porcs,	porcs	 
«	a	 
profit.	profite	 
fruf-	fruit	 
trer	tuer	 
-la	la	 
fupérieurs	supérieurs	 
miniftres	ministres	 
qui.	qui	 
fercc	fera	 
appointées	apportées	 
morts,	morts	 
confidéra-	considéra	 
mandent	mangent	 
peuce	puce	 
conigdérables,	conigdérables,	 
miniftres	ministres	 
fournifsent	fournissent	 
appointe	apporte	 
doivent;"	doivent	 
«	a	 
l’armée,	l’armée	 
scjence.	science	 
particuliers,	particuliers	 
pasfavorifer	pasfavorifer	 
mmiftrefrippon,	mmiftrefrippon,	 
buts.	buts	 
tions	tiens	 
brigandage,	brigandage	 
«	a	 
exacteurs	acteurs	 
parcequ’unbon	parcequ’unbon	 
fes	les	 
fage	face	 
particulière,	particulière	 
prouvoit	prouvait	 
publique.	publique	 
miaiftre	ministre	 
publique,	publique	 
particulière,	particulière	 
science.	science	 
foutenir.	soutenir	 
perfu.adent	persuadent	 
efpece	espece	 
fafte	faute	 
frauduleux,	frauduleux	 
tributs,	tributs	 
groffir	grossir	 
gouvernement,	gouvernement	 
exactions,	exactions	 
cori-fiance,	cori-fiance,	 
façacité	capacité	 
defcendre	descendre	 
s’il	sil	 
confifter	confirmer	 
fijamais.il	fijamais.il	 
aigriront	agiront	 
fisc;	fisc	 
div	dit	 
peuples,	peuples	 
science,)	science	 
fortir	sortir	 
6c	c	 
irrémédiables.	irrémédiable	 
fagefscpour	fagefscpour	 
public?	public	 
fages	pages	 
remède?	remède	 
falut	faut	 
pourront-ils	pourront-ils	 
bien,	bien	 
royaume:	royaume	 
maux,	maux	 
publique.	publique	 
fes	les	 
publique,	publique	 
loix	loin	 
milieu,	milieu	 
immuable,	immuable	 
lrmffil-ieu	lrmffil-ieu	 
milieu,	milieu	 
immuable.	immuable	 
même;	même	 
vie,	vie	 
moeurs.	moeurs	 
parcequ’elle	parcequ’elle	 
jla	la	 
fortir	sortir	 
s’égarer	séparer	 
inftant	instant	 
s’il	sil	 
pouvoit	pouvoir	 
fes	les	 
fortirde	fortiche	 
devoirs;	devoirs	 
s’écarter	écarter	 
milieu.	milieu	 
fes	les	 
seroir	servir	 
fuivre	suivre	 
deftination,.	deftination,.	 
s’en	sien	 
fage	face	 
fenfibles	sensibles	 
feulement	seulement	 
environné,	environne	 
point.	point	 
point;	point	 
foigneufement	soigneusement	 
règle:	règles	 
cefse	cesse	 
s’écarter	écarter	 
fubtiis	subtils	 
s’élèvent	élèvent	 
coeur,	coeur	 
lieu.	lieu	 
ioi	moi	 
ce-.	ce	 
autres,	autres	 
fenfibles	sensibles	 
mal:	mal	 
éprouve;	éprouver	 
8c	c	 
iiij	iii	 
milieu.	milieu	 
ioi.	moi	 
domter	douter	 
effets?	effets	 
l’ame?	l’ame	 
gouverner?	gouverner	 
effc	effy	 
force?	force	 
voici:	voici	 
l’amour,	l’amour	 
fortir	sortir	 
paffions	parlions	 
milieu,	milieu	 
modération,	modération	 
s’appelle	sappelle	 
haine,	haine	 
joie,	joie	 
éclatent,	éclatent	 
trift’efse	trift’efse	 
fon-	font	 
raifon.	raison	 
s’élevent	s’élevent	 
s’élèvent,	s’élèvent,	 
jufte	juste	 
d’équilibre,	d’équilibre	 
milieu.	milieu	 
ioj	ion	 
naturel,	naturel	 
raifon:	raison	 
efpece	espece	 
raifonnable.	raisonnable	 
paillon	papillon	 
afsuré	assuré	 
aclion	action	 
hommes,	hommes	 
conduire,	conduire	 
milieu.	milieu	 
puifque	puisque	 
conftitue	constitue	 
l’homme,	l’homme	 
raifonnable.	raisonnable	 
état,	état	 
s’être	être	 
raifon	raison	 
d’agitation,.	d’agitation	 
paf-	paf	 
tranquille,,	tranquille	 
conferver	conserver	 
milieu.	milieu	 
i04-	i04-	 
affections;	affections	 
occuper:	occuper	 
fortir	sortir	 
occuper.	occuper	 
filence	silence	 
fions,	fions	 
en.	en	 
ainfi	ainsi	 
croifsent	croisent	 
terre,	terre	 
harmoniques,mais	harmoniques,mais	 
agit,	agit	 
mouvement;	mouvement	 
chofe	chose	 
fes	les	 
que,	que	 
fage,	face	 
éloigne.	éloigner	 
s’en	sien	 
vertu;	vertu	 
chofes	choses	 
jufte	juste	 
confucius,	confucius	 
difoit	doit	 
connoît	connaît	 
fage	face	 
coeur;	coeur	 
milieu.	milieu	 
ioj	ion	 
avoir,	avoir	 
affections,	affections	 
del’honncteté	l’honncteté	 
fecrets	secrets	 
contraire,	contraire	 
immuable;	immuable	 
ainfilorfqu’ilfautagir,	ainfilorfqu’ilfautagir,	 
s’abandonne.	s’abandonne.	 
lifi-même,	lifi-même,	 
l’infensé,	l’infensé	 
(on	on	 
coeur:	coeur	 
immuable,	immuable	 
ceux-là	ceux-là	 
difoit:	difoit:	 
milieu.	milieu	 
i06	il	 
défaut.	défaut	 
excès,	excès	 
eft-il	etil	 
jufte	juste	 
entrer,	entrer	 
eux.	eux	 
raifon:	raison	 
tels,	tels	 
philophes,	philophes,	 
favants	savants	 
afsez	assez	 
eux;	eux	 
au-delà,	au-delà,	 
s’eftiment	sentiment	 
parcequ’ils	parcequ’ils	 
quoiqu’il	quoiqu’il	 
perfonnes	personnes	 
connoif-	connoif-	 
comprendre,	comprendre	 
foit	fait	 
milieu.	milieu	 
i07	il	 
quoiqu’il	quoiqu’il	 
fimples	simples	 
d’ufage,	d’ufage	 
s’élever	élever	 
elle,	elle	 
fes	les	 
raifon	raison	 
règle,	règles	 
fagacité	sagacité	 
perfonhe	personne	 
monde,	monde	 
bien,	bien	 
connoître.	connaître	 
foit	fait	 
réfléchifse	réfléchisse	 
préfente	présente	 
suit.	suite	 
ainfi	ainsi	 
prefque	presque	 
l’entendre,	l’entendre	 
idées;	idées	 
ainfi	ainsi	 
cepen-	depend	 
jours,	jours	 
milieu.	milieu	 
i08	il	 
connoifsent	connaissent	 
feul.	seul	 
afsez	assez	 
boiffon	bouffon	 
difeerner	discerner	 
dant	dans	 
milieu.	milieu	 
conftamment	constamment	 
jufte	juste	 
prefque	presque	 
perfonne	personne	 
fuivie	suivie	 
milieu,	milieu	 
direz-vous,	direz-vous,	 
conftamment?	constamment	 
jufte	juste	 
confucius,	confucius	 
mais,	mais	 
chun,	chung	 
milieu,	milieu	 
confulter,	consulter	 
conftamment.	constamment	 
connoître	connaître	 
s’il	sil	 
jufte	juste	 
ditesmoi	ditesmoi	 
fuivre	suivre	 
poflîble	poflîble	 
aimoit	aimait	 
milieu.	milieu	 
1e	de	 
j0ste	juste	 
filence	silence	 
difcours	discours	 
fubtils	subtils	 
communs:	communs	 
profonds,	profonds	 
appercevoit	apercevoir	 
louoit	louait	 
confeils	conseils	 
voyoit	voyait	 
bon.	bon	 
raifonnements	raisonnements	 
confeils,	conseils	 
feulementles	feulementles	 
examinoit	examinait	 
enfuite	ensuite	 
milieu,	milieu	 
réduifoit	réduirait	 
opposées,	opposées	 
lui-même,	lui-même,	 
pefoit	petit	 
étoit	était	 
raifons	raisons	 
paroifsent	paraissent	 
régloit,	réglait	 
confeils	conseils	 
jufte	juste	 
défaut,	défaut	 
mûrement,	mûrement	 
jugetome	jugeote	 
j-iô	joie	 
tï	tu	 
1usïi	aussi	 
mllib.u,	mllib.u,	 
gouvernement.	gouvernement	 
ment,	menti	 
iîecles.	iîecles.	 
l’empire,	l’empire	 
ainfi	ainsi	 
annales,	annales	 
fubîime	sublime	 
aujourd’hui	aujourdhui	 
pas?	pas	 
croyez-vous	croyez-vous	 
auffitôt:	auffitôt:	 
diftingue	distingue	 
efsayez	essayez	 
nuifible,	nuisible	 
perte,	perte	 
gain.	gains	 
ruine,	ruiner	 
femblables	semblables	 
fses	ses	 
filets,	filets	 
pafsages,	passages	 
mifere:	misere	 
préfente	présente	 
gain,	gains	 
puifse	puisse	 
pourfuivre	poursuivre	 
faufse	fausse	 
perte,	perte	 
cependant,	cependant	 
oifeaux	oiseaux	 
quel’on	quelqun	 
kij	kit	 
milieu.	milieu	 
fagacité,	sagacité	 
nature,	nature	 
afsez	assez	 
jufte	juste	 
répond:	réponds	 
iii.	iii	 
milieu.	milieu	 
le.	le	 
connoître	connaître	 
légers,aveugles,préfomptueux,	légers,aveugles,préfomptueux,	 
milieu;	milieu	 
s’en	sien	 
chofes,	choses	 
cherchoit	cherchait	 
écarter.	écarter	 
ainfi	ainsi	 
bras,	bras	 
poflîble,	poflîble,	 
s’y	say	 
pénétroit	pénétrait	 
difciple	disciple	 
serroit	serrait	 
jufte	juste	 
objet,	objets	 
attachoit,	attachait	 
hoéi-tsée!	hoéi-tsée!	 
fes	les	 
milieu.	milieu	 
iij	ii	 
méprifent	méprisent	 
mort:	mort	 
ufte	fute	 
diftinguer	distinguer	 
refufent	refusent	 
hélas!	hélas	 
dignités,	dignité	 
vertu,	vertu	 
richefses,	richesses	 
conitamment!	constamment	 
fuivre	suivre	 
mais,	mais	 
tfu-lu,	tfu-lu,	 
guerrière,	guerrière	 
eftimoit	estimait	 
perfuadé	persuadé	 
peukiij	peukiij	 
milieu,	milieu	 
l’ame.	l’ame	 
lî	le	 
feftateurs	feftateurs	 
rendoit	rendait	 
demandoit	demandait	 
favoir,	avoir	 
jufte	juste	 
confucius,	confucius	 
parler:	parler	 
delafàgefse;	delafàgefse;	 
abfolument	absolument	 
difxiples	disciples	 
différents.	différents	 
efpeces	especes	 
raidi,	raidir	 
nord,	nord	 
graves..	graves	 
hommes,	hommes	 
furpafsent	surpassent	 
égards,	égards	 
injuftes	injustes	 
confifter	confirmer	 
injures,	injures	 
inftruire,	instruire	 
fupporter	supporter	 
milieu.	milieu	 
iij	ii	 
raifon,	raison	 
paroît	paraît	 
caractère,	caractère	 
étoit	était	 
cages.	cages	 
longanimité,	longanimité,	 
douceur,	douceur	 
autres;	autres	 
afpirer	aspirer	 
commentateur,	commentateur	 
vrai,	vrai	 
nation;	nation	 
fagefse.	fagefse.	 
efpece	espece	 
foible	faible	 
défaut,	défaut	 
confifter	confirmer	 
auffi	suffi	 
asn’éableo	n’éableo	 
duvet,	duvet	 
cuirafse	cuirasse	 
’	a	 
milieu.	milieu	 
iosîe	poste	 
s’émouvoir	émouvoir	 
épées,	épées	 
danger,	danger	 
combats,	combats	 
midi.	midi	 
furpafsent	surpassent	 
raifon	raison	 
héros.	héros	 
robuftes	robustes	 
l’équité,	l’équité	 
fang,	fange	 
eftiment	estiment	 
naifsent	naissent	 
étoit	était	 
milieu.	milieu	 
ii7	ii	 
caufe	cause	 
difciples	disciples	 
nation,	nation	 
fagefse.	fagefse.	 
excès,	excès	 
autres,	autres	 
lui-même.	lui-même.	 
fage	face	 
ainfi	ainsi	 
conflfter	conforter	 
fociété	société	 
perverfe,	perverse	 
milieu.	milieu	 
milieu,	milieu	 
confifter	confirmer	 
perfonnes	personnes	 
qui,	qui	 
jufte	juste	 
milieu.	milieu	 
ii9	ii	 
loue,	louer	 
favoir	avoir	 
impofe:	imposer	 
excès.	excès	 
prefcrit	prescrit	 
pafse	passe	 
poftérité.	postérité	 
favoir,	avoir	 
faufse	fausse	 
jufte	juste	 
actions,	actions	 
courfe,	course	 
s’arrête	arrête	 
jufte	juste	 
fuivi,	suivi	 
l’imiter.	l’imiter	 
défaut,	défaut	 
immuable,	immuable	 
s’arrête	arrête	 
fage	face	 
ainfi	ainsi	 
conftamment	constamment	 
recule,	reculez	 
justs	juste	 
miliïtt.	miliïtt.	 
confommée	consommée	 
fîecle,	fîecle,	 
suis-je	suisse	 
afpirer?	aspirer	 
fcience	science	 
perfection:	perfection	 
s’élever	élever	 
perfonne:	personne	 
fage,	face	 
firriple	fibrille	 
profondeur,	profondeur	 
obj	obi	 
efl:	elle	 
elle-même:	elle-même:	 
fecrets	secrets	 
infufe.	infuser	 
immenfe	immense	 
parcequ’elle	parcequ’elle	 
fcience	science	 
jufte	juste	 
et,	et	 
perfonne	personne	 
ufage;	usage	 
journalière,	journalière	 
milieu.	milieu	 
jufte	juste	 
paires,	paires	 
vie,	vie	 
connoître	connaître	 
puifsent,	puissent	 
détailni	détails	 
amples,-ignorants,	amples,-ignorants,	 
nature,	nature	 
dodrine	domaine	 
aétions	étions	 
bornées,	bornes	 
embrafsertoutl’enfemble.	embrafsertoutl’enfemble.	 
ainfî	ainsi	 
feule	seule	 
actome	atome	 
parefseux,	paresseux	 
connoifsance:	connoifsance:	 
jufte	juste	 
indolentes,	indolentes,	 
milieu.	milieu	 
ï2.z	ï2.z	 
mêmes,	mêmes	 
prefcrit	prescrit	 
naturelle,	naturelle	 
tivité	invité	 
prefcrit:	prescrit	 
afsez	assez	 
perfection,	perfection	 
obfcrver	observer	 
jufte	juste	 
murmures.	murmures	 
doués,	doués	 
journalière:	journalière	 
fuivre	suivre	 
fublime	sublime	 
feule	seule	 
fage,	face	 
dit,	dit	 
grandcur	grandeur	 
immuable,	immuable	 
contenir;	contenir	 
vafte	vaste	 
milieu.	milieu	 
fubtilité	subtilité	 
divifer.	diviser	 
l’unité,	l’unité	 
l’univers,	l’univers	 
immuable,	immuable	 
efl:	elle	 
connoître	connaître	 
état,	état	 
fuivre	suivre	 
dit:	dit	 
po’éte	poéte	 
preferit	prescrit	 
telligences;	telligences;	 
falumiereéclaire	falumiereéclaire	 
raifonnables	raisonnables	 
mers.	mers	 
’?.	’?.	 
s’é«	sué	 
l’abîme;	l’abîme	 
ciel,	ciel	 
«	a	 
lepoifsonplongejufqu’aufond	lepoifsonplongejufqu’aufond	 
jufqu’à	jusquà	 
s’élève	soulève	 
éclat.	éclats	 
fage	face	 
conditions,	conditions	 
oui,	oui	 
bafses	bases	 
jusqu’aux	jusquau	 
terre,	terre	 
ciel,	ciel	 
rayons,	rayons	 
êtres.	êtres	 
jufte	juste	 
fimple,	simple	 
fes	les	 
defcend	descend	 
jufqu’au	jusquau	 
hommes,	hommes	 
pratiquer.	pratiquer	 
puifqu’elle	puifqu’elle	 
connoître	connaître	 
confifte	confite	 
fublime	sublime	 
connoifsance	connaissance	 
milieu.	milieu	 
ilf	il	 
milieu,	milieu	 
faciles,	faciles	 
vife	vie	 
fi,	fin	 
hommes.	hommes	 
l’extraordinaire,	l’extraordinaire	 
jufte	juste	 
fuivre	suivre	 
bûcheron,	bûcheron	 
main.	main	 
lorfque	lorsque	 
befoin	besoin	 
chi-king	thinking	 
modèle,	modèle	 
dit:	dit	 
«	a	 
manche,	manche	 
eft.	eft	 
main,	main	 
confucius,	confucius	 
difoit	doit	 
iij	ii	 
paroît	paraît	 
enfuite	ensuite	 
manche;	manche	 
ainfi	ainsi	 
éloigné.	éloigné	 
modèle,	modèle	 
façonne:	façonner	 
fes	les	 
fouvent	souvent	 
fage,	face	 
former;	former	 
hommes,	hommes	 
fage	face	 
avoir:	avoir	 
befoin	besoin	 
modèle,	modèle	 
pourdiriger,formerperfeclionner	pourdiriger,formerperfeclionner	 
caraétere	caractere	 
milieu.	milieu	 
fage,	face	 
hommes,	hommes	 
même;	même	 
befoin	besoin	 
fûivre	faire	 
diftinctement;	distinctement	 
défigurecelui	défigurecelui	 
befoins,	besoins	 
inclinations,	inclinations	 
jufte	juste	 
milieu.	milieu	 
lui-même,	lui-même,	 
conséquent,	conséquent	 
nature,peut,par	nature,peut,par	 
connoît	connaît	 
befoins,	besoins	 
inclinations,	inclinations	 
soi-même	soi-même	 
s’afsurer	s’afsurer	 
penchants,	penchants	 
preferit	prescrit	 
milieu.	milieu	 
ii8	ii	 
fît.	fît	 
phrafe:	phrase	 
»	a	 
